title,availability,price,category,shop,manufacturer,width,height
Шкаф медицинский односекционный двухстворчатый ШМЛ СБК-2,Есть в наличии,15 910 руб.,Медицинская мебель,5,,,
Шкаф медицинский двухсекционный двухстворчатый ШМЛ2С СКБ,Есть в наличии,15 400 руб.,Медицинская мебель,5,,,
Шкаф медицинский ШМЛХ СКБ,Есть в наличии,17 830 руб.,Медицинская мебель,5,,,
Шкаф медицинский двухсекционный двухстворчатый ШМ2Л СКБ,Есть в наличии,16 670 руб.,Медицинская мебель,5,,,
Шкаф для медикаментов металлический ШМп (белый),Есть в наличии,25 760 руб.,Медицинская мебель,5,,,
Шкаф для медикаментов металлический ШМп.1 (белый),Есть в наличии,20 850 руб.,Медицинская мебель,5,,,
Шкаф для медикаментов стекло/металл ШМ-1 (белый),Есть в наличии,25 760 руб.,Медицинская мебель,5,,,
Шкаф для медикаментов стекло/металл ШМ-1.1 (белый),Есть в наличии,20 850 руб.,Медицинская мебель,5,,,
Шкаф для медикаментов в металлической рамке (стекло) ШМп-4 (белый),Есть в наличии,37 760 руб.,Медицинская мебель,5,,,
Шкаф для медикаментов в металлической рамке (стекло) ШМп-4.1 (белый),Есть в наличии,32 700 руб.,Медицинская мебель,5,,,
"Шкаф металлический для медикаментов, с ящиком ШдМп-2 (белый)",Есть в наличии,32 970 руб.,Медицинская мебель,5,,,
"Шкаф металлический для медикаментов, с ящиком ШдМп-2.1 (белый)",Есть в наличии,27 360 руб.,Медицинская мебель,5,,,
"Шкаф металлический для медикаментов (стекло), с ящиком ШдМп-3 (белый)",Есть в наличии,32 970 руб.,Медицинская мебель,5,,,
"Шкаф металлический для медикаментов (стекло), с ящиком ШдМп-3.1 (белый)",Есть в наличии,27 360 руб.,Медицинская мебель,5,,,
Шкаф металлический для медикаментов с сейфом ШдМп-4 (белый),Есть в наличии,26 630 руб.,Медицинская мебель,5,,,
Шкаф металлический для медикаментов с сейфом ШдМп-4.1 (белый),Есть в наличии,21 520 руб.,Медицинская мебель,5,,,
Шкаф металлический для медикаментов с сейфом (стекло) ШдМп-5 (белый),Есть в наличии,26 630 руб.,Медицинская мебель,5,,,
Шкаф металлический для медикаментов с сейфом (стекло) ШдМп-5.1 (белый),Есть в наличии,21 520 руб.,Медицинская мебель,5,,,
"Шкаф для медикаментов стекло в металлической рамке, с ящиками ШМп-3 (белый)",Есть в наличии,51 870 руб.,Медицинская мебель,5,,,
"Шкаф для медикаментов, стекло в металлической рамке, с ящиками ШМп-3.1 (белый)",Есть в наличии,45 630 руб.,Медицинская мебель,5,,,
Шкаф металлический для медикаментов с сейфом ШдМ-1 (белый),Есть в наличии,35 800 руб.,Медицинская мебель,5,,,
Шкаф для одежды металлический разборный на саморезах МСК-2941.300,Есть в наличии,9 390 руб.,Медицинская мебель,5,,,
Шкаф для одежды и сумок с четырьмя ячейками МСК-2944.300,Есть в наличии,12 330 руб.,Медицинская мебель,5,,,
Шкаф медицинский МСК-2922.600 (ШМм-МСК),Есть в наличии,15 490 руб.,Медицинская мебель,5,,,
"Шкаф-пенал для одежды ПГ (ЛДСП белый, каркас белый)",Есть в наличии,18 710 руб.,Медицинская мебель,5,,,
"Шкаф для одежды ШГ (ЛДСП дуб молочный, каркас белый)",Есть в наличии,27 290 руб.,Медицинская мебель,5,,,
"Шкаф для одежды ШГ-1 (ЛДСП белый, каркас белый)",Есть в наличии,29 990 руб.,Медицинская мебель,5,,,
"Шкаф для одежды ШГ-2 (ЛДСП бук, каркас бежевый)",Есть в наличии,31 500 руб.,Медицинская мебель,5,,,
"Шкаф для одежды и белья ШХИ (ЛДСП белый, каркас белый)",Есть в наличии,32 640 руб.,Медицинская мебель,5,,,
Шкаф металлический для одежды ШМг (белый),Есть в наличии,29 630 руб.,Медицинская мебель,5,,,
Шкаф металлический для одежды ШМпг (белый),Есть в наличии,21 710 руб.,Медицинская мебель,5,,,
