title,availability,price,category,shop,manufacturer,width,height
Тележка межкорпусная МСК-531.160,Нет в наличии,По запросу,Медицинская мебель,5,,,
Тележка межкорпусная МСК-539.160,Нет в наличии,По запросу,Медицинская мебель,5,,,
Тележка межкорпусная МСК-540.160,Нет в наличии,По запросу,Медицинская мебель,5,,,
Тележка межкорпусная МСК-543.160,Нет в наличии,По запросу,Медицинская мебель,5,,,
Тележка межкорпусная МСК-535.160,Нет в наличии,По запросу,Медицинская мебель,5,,,
Тележка межкорпусная МСК-536.160,Нет в наличии,По запросу,Медицинская мебель,5,,,
Ширма медицинская ШМ-01П,Нет в наличии,По запросу,Медицинская мебель,5,,,
Штатив медицинский ШДВ-03,Нет в наличии,По запросу,Медицинская мебель,5,,,
Штатив медицинский для внутривенных вливаний тип М192,Нет в наличии,По запросу,Медицинская мебель,5,,,
Облучатель-рециркулятор воздуха U-3 ультрафиолетовый бактерицидный настенный,Нет в наличии,По запросу,Медицинская мебель,5,,,
Облучатель-рециркулятор воздуха ультрафиолетовый бактерицидный U-3M передвижной,Нет в наличии,По запросу,Медицинская мебель,5,,,
Рециркулятор бактерицидный МСК-3909.1,Нет в наличии,По запросу,Медицинская мебель,5,,,
Рециркулятор бактерицидный МСК-3913.1,Нет в наличии,По запросу,Медицинская мебель,5,,,
Рециркулятор бактерицидный МСК-909/Ф,Нет в наличии,По запросу,Медицинская мебель,5,,,
Рециркулятор бактерицидный МСК-3911,Нет в наличии,По запросу,Медицинская мебель,5,,,
Рециркулятор бактерицидный МСК-3908,Нет в наличии,По запросу,Медицинская мебель,5,,,
Рециркулятор бактерицидный МСК-3908Б,Нет в наличии,По запросу,Медицинская мебель,5,,,
Рециркулятор бактерицидный МСК-3908.1,Нет в наличии,По запросу,Медицинская мебель,5,,,
Рециркулятор бактерицидный МСК-3911Б,Нет в наличии,По запросу,Медицинская мебель,5,,,
Рециркулятор бактерицидный МСК-910.1,Нет в наличии,По запросу,Медицинская мебель,5,,,
Рециркулятор бактерицидный МСК-3908.1Б,Нет в наличии,По запросу,Медицинская мебель,5,,,
Рециркулятор бактерицидный МСК-3909.1Б,Нет в наличии,По запросу,Медицинская мебель,5,,,
Рециркулятор бактерицидный МСК-910.1/Ф,Нет в наличии,По запросу,Медицинская мебель,5,,,
Рециркулятор бактерицидный МСК-3913.1Б,Нет в наличии,По запросу,Медицинская мебель,5,,,
Рециркулятор бактерицидный МСК-909.1,Нет в наличии,По запросу,Медицинская мебель,5,,,
